"","juror_id","venireperson","caused","state","defense","juror_not_struck","ammend_5","judgement","inn","bias_no_fair","bias_for_state","bias_a_g_state","bias_for_def","bias_a_g_def","bias_a_g_police","bias_for_police","cant_follow_law","attn","bop_100_percent","phys","agmt","vict","eye_witness","pun","pun_min","pun_max","esl","covid","med","prior_conviction","no_show","work_exempt","child_exempt","age_exempt","jur_age","jur_race","jur_gend","zip_code","four","defendants_name","defendants_race","defendants_gender","cause_number_f_xx_xxxxx","charge","verdict","punishment_number_years","probation","notes","age_group","peremptory_strike","jur_caused","jur_struck","jur_exempt","jur_disqualified","jur_biased","jur_pun","city","income_mean_household_income_hh_cnt","income_mean_nonfamily_income_hh_cnt","income_median_family_income_fam_cnt","income_median_household_income_hh_cnt","i_30","po_box","jur_race_w"
"1398",1480,"70","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",22,"Hispanic","Female","75249",NA,"def_21","Black","Male","trial_01","Aggravated Robbery","Guilty",25,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes","Dallas",75466,55043,64819,64246,"South","N","Hispanic"
"1399",1481,"71","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",47,"White","Female","75240",NA,"def_21","Black","Male","trial_01","Aggravated Robbery","Guilty",25,"0",NA,"45 - 54","No","Yes","No","No","No","No","No","Dallas",77180,63010,51600,51569,"North","N","White"
"1400",1482,"1","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",61,"White","Male","75231","1414","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Dallas",68726,50055,44508,41806,"North","N","White"
"1401",1483,"2","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24,"White","Female","75150",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","No","No","No","No","No","No","Mesquite",65031,45078,63203,54440,"South","N","White"
"1402",1484,"3","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",20,"Black","Male","75062",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","Yes","No","No","No","No","Yes","Irving",72960,53567,61189,55392,"North","N","Black"
"1403",1485,"4","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Male","75061","1853","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","State","No","Yes","No","No","No","No","Irving",62461,48522,52135,49400,"North","N","White"
"1404",1486,"5","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68,"White","Female","75234",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Dallas",93735,72344,76379,71118,"North","N","White"
"1405",1487,"6","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27,"Black","Male","75115","3487","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","Yes","No","No","No","No","No","Desoto",86023,56361,82408,72084,"South","N","Black"
"1406",1488,"7","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"Hispanic","Female","75041",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No","Garland",68301,66524,51842,50395,"North","N","Hispanic"
"1407",1489,"8","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22,"Hispanic","Female","75042","5226","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","No","No","No","No","No","No","Garland",63579,47822,53496,50549,"North","N","Hispanic"
"1408",1490,"9","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26,"Hispanic","Male","75238","3508","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","Yes","No","No","No","No","No","Dallas",107107,57091,100582,70593,"North","N","Hispanic"
"1409",1491,"10","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Female","75214","5054","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","White"
"1410",1492,"11","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Black","Female","75104","1346","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No","Cedar Hill",88892,54404,83143,73171,"South","N","Black"
"1411",1493,"12","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,"Hispanic","Female","75063","8020","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","No","No","No","No","No","No","Irving",118452,78615,116579,96053,"North","N","Hispanic"
"1412",1494,"13","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32,"Black","Female","75038",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Irving",79820,65523,73291,61692,"North","N","Black"
"1413",1495,"14","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,"Black","Male","75231","6112","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Dallas",68726,50055,44508,41806,"North","N","Black"
"1414",1496,"15","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"White","Male","75214","3831","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","White"
"1415",1497,"16","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,"White","Female","75080",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Richardson",101254,58591,101964,77736,"North","N","White"
"1416",1498,"17","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36,"Black","Female","75043","7002","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Garland",76268,49114,74232,63331,"North","N","Black"
"1417",1499,"18","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57,"Hispanic","Female","75217",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",48362,31057,42598,40475,"South","N","Hispanic"
"1418",1500,"19","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",38,"Asian","Male","75052","2725","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","Yes","Grand Prairie",90904,59514,85220,78660,"South","N","Asian"
"1419",1502,"21","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41,"Hispanic","Male","75042","5606","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Garland",63579,47822,53496,50549,"North","N","Hispanic"
"1420",1503,"22","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Male","75208",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",96005,78495,68440,63277,"Split","N","White"
"1421",1504,"23","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57,"Other","Female","75080","6010","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Richardson",101254,58591,101964,77736,"North","N","Other"
"1422",1505,"24","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32,"White","Male","75218","1107","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","State","No","Yes","No","No","No","No","Dallas",119873,69708,105114,83851,"North","N","White"
"1423",1506,"25","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",37,"Other","Female","75050","2363","def_11","White","Male","trial_39","White Collar","Guilty",5,"0","pun appears to be circled and x-ed out. I marked pun as well just in case","31 - 44","No","Yes","No","Yes","No","No","Yes","Grand Prairie",71336,53913,61583,58567,"Split","N","Other"
"1424",1507,"26","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",62,"Black","Male","75227","8026","def_11","White","Male","trial_39","White Collar","Guilty",5,"0","looks like ""judg"" may be circled and x-ed out. I marked J as well just in case","55 +","No","Yes","No","No","No","No","Yes","Dallas",53687,40728,45896,43890,"South","N","Black"
"1425",1508,"27","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"White","Female","75052","6627","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","No","No","No","No","No","No","No","Grand Prairie",90904,59514,85220,78660,"South","N","White"
"1426",1509,"28","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63,"Hispanic","Male","75214","3108","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","State","No","Yes","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","Hispanic"
"1427",1510,"29","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"Hispanic","Female","75104","4748","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","No","No","Cedar Hill",88892,54404,83143,73171,"South","N","Hispanic"
"1428",1511,"30","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"White","Female","75043",NA,"def_11","White","Male","trial_39","White Collar","Guilty",5,"0","looks like there may be something there, but the copy didn't capture it.","55 +","No","Yes","No","No","No","No","No","Garland",76268,49114,74232,63331,"North","N","White"
"1429",1512,"31","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"Hispanic","Male","75051","2943","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Grand Prairie",52516,31901,49351,42922,"South","N","Hispanic"
"1430",1513,"32","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Asian","Female","75243","6325","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","No","No","No","No","No","No","No","Dallas",63650,45503,46954,41786,"North","N","Asian"
"1431",1514,"33","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38,"Asian","Male","75038","8519","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","State","No","Yes","No","No","No","No","Irving",79820,65523,73291,61692,"North","N","Asian"
"1432",1515,"34","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"Hispanic","Female","75236","2506","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","State","No","Yes","No","No","No","No","Dallas",58794,39228,50800,43279,"South","N","Hispanic"
"1433",1516,"35","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24,"Other","Female","75150","3184","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","Yes","No","No","No","No","No","Mesquite",65031,45078,63203,54440,"South","N","Other"
"1434",1517,"36","1","0","0","Not a Juror","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Asian","Male","75044","5033","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Garland",93258,65129,76381,69254,"North","N","Asian"
"1435",1518,"37","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Male","75044","5969","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","No","No","No","No","No","No","Garland",93258,65129,76381,69254,"North","N","White"
"1436",1519,"38","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"Other","Male","75044","5056","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","State","No","Yes","No","No","No","No","Garland",93258,65129,76381,69254,"North","N","Other"
"1437",1520,"39","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40,"Black","Female","75001","5525","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No","Addison",87472,79604,79551,72512,"North","N","Black"
"1438",1521,"40","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59,"White","Female","75040","3772","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","Defense","No","Yes","No","No","No","No","Garland",76342,52894,68626,63924,"North","N","White"
"1439",1522,"41","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41,"White","Female","75214","4104","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Dallas",148195,80228,157846,89719,"North","N","White"
"1440",1523,"42","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64,"White","Female","75209","3531","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","State","No","Yes","No","No","No","No","Dallas",158441,96340,114000,95112,"North","N","White"
"1441",1524,"43","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,"Hispanic","Male","75137","3146","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Duncanville",81945,47705,75926,65291,"South","N","Hispanic"
"1442",1525,"44","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"Black","Female","75104","8149","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","No","No","No","No","No","No","No","Cedar Hill",88892,54404,83143,73171,"South","N","Black"
"1443",1526,"45","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",34,"Hispanic","Female","75042","6229","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","No","Yes","Garland",63579,47822,53496,50549,"North","N","Hispanic"
"1444",1527,"46","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Female","75214","3208","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Dallas",148195,80228,157846,89719,"North","N","White"
"1445",1528,"47","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26,"Hispanic","Male","75238","4916","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","State","No","Yes","No","No","No","No","Dallas",107107,57091,100582,70593,"North","N","Hispanic"
"1446",1529,"48","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",27,"White","Female","75063","5508","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","Yes","No","Yes","No","No","No","Irving",118452,78615,116579,96053,"North","N","White"
"1447",1530,"49","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"Hispanic","Female","75052","3337","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No","Grand Prairie",90904,59514,85220,78660,"South","N","Hispanic"
"1448",1531,"50","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,"Asian","Male","75063","8015","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"18 - 30","No","No","No","No","No","No","No","Irving",118452,78615,116579,96053,"North","N","Asian"
"1449",1532,"51","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",30,"Black","Female","75115","1445","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","Yes","No","No","No","Desoto",86023,56361,82408,72084,"South","N","Black"
"1450",1533,"52","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64,"White","Male","75019","3200","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","State","No","Yes","No","No","No","No","Coppell",153906,83733,140383,118740,"North","N","White"
"1451",1534,"53","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47,"Black","Male","75134","1633","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","State","No","Yes","No","No","No","No","Lancaster",63900,41507,62725,54140,"South","N","Black"
"1452",1535,"54","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57,"Hispanic","Male","75050","6340","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","No","No","No","No","No","No","Grand Prairie",71336,53913,61583,58567,"Split","N","Hispanic"
"1453",1536,"55","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"White","Female","75149","5923","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No","Mesquite",60226,41541,55601,50648,"South","N","White"
"1454",1537,"56","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",55,"White","Female","75149","2308","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","Yes","No","No","No","Yes","Yes","Mesquite",60226,41541,55601,50648,"South","N","White"
"1455",1538,"57","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",44,"Black","Male","75248","7028","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","Yes","No","Yes","No","No","No","Dallas",132866,83713,115484,86938,"North","N","Black"
"1456",1539,"58","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"Hispanic","Female","75043","2955","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"45 - 54","State","No","Yes","No","No","No","No","Garland",76268,49114,74232,63331,"North","N","Hispanic"
"1457",1540,"59","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57,"White","Male","75234","6527","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","No","No","No","No","No","No","Dallas",93735,72344,76379,71118,"North","N","White"
"1458",1541,"60","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41,"Other","Male","75044","6524","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"31 - 44","No","No","No","No","No","No","No","Garland",93258,65129,76381,69254,"North","N","Other"
"1459",1542,"62","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75243","8899","def_11","White","Male","trial_39","White Collar","Guilty",5,"0","""vol intox"" is circled. not sure what to mark","45 - 54","No","Yes","No","No","No","No","No","Dallas",63650,45503,46954,41786,"North","N","Black"
"1460",1543,"64","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64,"Black","Female","75241","2736","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Dallas",44411,26003,38324,32313,"South","N","Black"
"1461",1544,"70","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"Black","Female","75315","843","def_11","White","Male","trial_39","White Collar","Guilty",5,"0","no fair is definitely circled, but something else is too - looks like ""prez"" or ""1 wsomething""","55 +","No","Yes","No","No","No","Yes","No","Dallas",NA,NA,NA,NA,"South","Y","Black"
"1462",1545,"72","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Female","75019","6944","def_11","White","Male","trial_39","White Collar","Guilty",5,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Coppell",153906,83733,140383,118740,"North","N","White"
"1463",1546,"1","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",50,"Black","Female","75115","7427","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","Yes","Desoto",86023,56361,82408,72084,"South","N","Black"
"1464",1547,"2","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",69,"White","Male","75041","4150","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"55 +","No","Yes","No","No","No","Yes","No","Garland",68301,66524,51842,50395,"North","N","White"
"1465",1548,"3","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25,"White","Female","75040","5515","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"18 - 30","Defense","No","Yes","No","No","No","No","Garland",76342,52894,68626,63924,"North","N","White"
"1466",1549,"4","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",62,"White","Female","75040","1967","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Garland",76342,52894,68626,63924,"North","N","White"
"1467",1550,"5","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",47,"Other","Other","75217","8863","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","Yes","Dallas",48362,31057,42598,40475,"South","N","Other"
"1468",1551,"6","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",65,"White","Male","75218","4324","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"55 +","No","Yes","No","No","No","No","Yes","Dallas",119873,69708,105114,83851,"North","N","White"
"1469",1552,"7","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75205","4551","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"31 - 44","No","No","No","No","No","No","No","Dallas",275572,104756,250001,156636,"North","N","White"
"1470",1553,"8","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",60,"White","Female","75231","8120","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"55 +","State","No","Yes","No","No","No","No","Dallas",68726,50055,44508,41806,"North","N","White"
"1471",1554,"9","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75220",NA,"def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No","Dallas",89528,66134,50591,47111,"North","N","White"
"1472",1555,"10","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52,"Hispanic","Male","75149","5444","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No","Mesquite",60226,41541,55601,50648,"South","N","Hispanic"
"1473",1556,"11","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",24,"Hispanic","Male","75217","1809","def_14","White","Male","trial_10","Aggravated Robbery","Guilty",35,"0","this one also has a cause strike for something like accomplice witness rule - perhaps cannot follow the law?","18 - 30","No","Yes","No","No","No","No","Yes","Dallas",48362,31057,42598,40475,"South","N","Hispanic"
