"","juror_id","venireperson","caused","state","defense","juror_not_struck","ammend_5","judgement","inn","bias_no_fair","bias_for_state","bias_a_g_state","bias_for_def","bias_a_g_def","bias_a_g_police","bias_for_police","cant_follow_law","attn","bop_100_percent","phys","agmt","vict","eye_witness","pun","pun_min","pun_max","esl","covid","med","prior_conviction","no_show","work_exempt","child_exempt","age_exempt","jur_age","jur_race","jur_gend","zip_code","four","defendants_name","defendants_race","defendants_gender","cause_number_f_xx_xxxxx","voir_dire_date","charge","verdict","punishment_number_years","probation","notes","age_group","peremptory_strike","jur_caused","jur_struck","jur_exempt","jur_disqualified","jur_biased","jur_pun"
"1277",1277,"13","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"Black","Female","75137","4526","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"1278",1278,"14","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0",31,"Asian","Female","75206",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","also has something like MLN?","31 - 44","No","Yes","No","Yes","Yes","No","No"
"1279",1279,"15","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47,"White","Male","75149","5817","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","caused for something else I can't make out","45 - 54","No","Yes","No","No","No","No","No"
"1280",1280,"16","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65,"Asian","Female","75063","4200","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","No","No","No","No","No","No"
"1281",1281,"17","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",68,"Hispanic","Female","75104",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","Yes","No","No","Yes","No","No"
"1282",1282,"18","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",57,"Other","Male","75060",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","LOOK is also written, did panelist say didn't like look of defendant?","55 +","No","No","No","No","No","No","No"
"1283",1283,"19","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",71,"White","Female","75204","1800","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","No","No","No","No","No","No"
"1284",1284,"20","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,"Hispanic","Male","75116",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"1285",1285,"21","0","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",55,"White","Male","75089",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","neighbor is also written, could be neighbor was victim?","55 +","No","No","No","No","No","Yes","No"
"1286",1286,"22","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"White","Male","75228",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","Yes","No","No","No","No","No"
"1287",1287,"23","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,"Other","Male","75220",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"1288",1288,"24","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49,"Black","Female","75215","3801","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"1289",1289,"25","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,"White","Male","75205","2919","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"1290",1290,"26","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"Hispanic","Male","75052",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"1291",1291,"27","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Female","75043",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","I believe travel is agreement","55 +","No","No","No","No","No","No","No"
"1292",1292,"28","1","0","0","Not a Juror","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,"Hispanic","Female","75217",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","says personal experience I believe, so marking bias against defendant","18 - 30","No","Yes","No","No","No","Yes","No"
"1293",1293,"29","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"Hispanic","Female","75039",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"1294",1294,"30","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",53,"Hispanic","Male","75150","1818","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","Yes","No","No","Yes","No","No"
"1295",1295,"31","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65,"White","Female","75019",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"1296",1296,"32","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Female","75080",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","Yes","No","No","No","Yes","No"
"1297",1297,"33","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"White","Female","75214",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","No","No","No","No","No","No"
"1298",1298,"34","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"White","Female","75214","4431","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No"
"1299",1299,"35","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",30,"Hispanic","Female","75051","5512","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","Yes","No","No"
"1300",1300,"36","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"White","Male","75229","4110","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1301",1301,"37","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"Black","Male","75216","7369","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"1302",1302,"38","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"White","Male","75248","4206","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1303",1303,"39","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,"White","Female","75230","4857","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","Defense","No","Yes","No","No","No","No"
"1304",1304,"40","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"White","Male","75019","5658","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"1305",1305,"41","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Female","75149",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"1306",1306,"42","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,"White","Male","75089",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"1307",1307,"43","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"Black","Female","75215",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"1308",1308,"44","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,"Asian","Male","75219","3660","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1309",1309,"45","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,"Black","Female","75228","7930","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No"
"1310",1310,"46","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",59,"Hispanic","Female","75235","3116","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","Yes","No","No","Yes","No","No"
"1311",1311,"47","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Male","75080",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1312",1312,"48","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"White","Female","75006","1821","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","No","No","No","No","No","No"
"1313",1313,"49","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,"White","Female","75204",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"1314",1314,"50","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26,"Other","Male","75043",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","No","No"
"1315",1315,"51","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"White","Male","75229","5816","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","No","No","No","No","No","No"
"1316",1316,"52","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Female","75040","5379","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","State","No","Yes","No","No","No","No"
"1317",1317,"53","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26,"White","Female","75205",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","No"
"1318",1318,"54","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",69,"White","Male","75240","5644","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","caused for some reason, but I can't make it out","55 +","No","Yes","No","Yes","No","No","No"
"1319",1319,"55","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",58,"Hispanic","Male","75217",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","No","Yes","No","No","Yes","No","No"
"1320",1320,"56","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"White","Female","75104",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","State","No","Yes","No","No","No","No"
"1321",1321,"57","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27,"White","Male","75040",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","No","No"
"1322",1322,"58","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66,"White","Female","75050",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"1323",1323,"59","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35,"White","Female","75209",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","Yes","No"
"1324",1324,"60","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26,"White","Female","75080",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","No"
"1325",1325,"61","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"White","Female","75235",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","No","No","No","No","No","No"
"1326",1326,"62","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50,"White","Male","75209",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","caused for some reason, but I can't make it out","45 - 54","No","Yes","No","No","No","No","No"
"1327",1327,"63","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",48,"White","Male","75089",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","3 double strikes, so I'm keeping 3 extra for alternates","45 - 54","No","No","No","No","No","No","No"
"1328",1328,"64","0","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",37,"White","Male","75238",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","travel written","31 - 44","No","No","No","No","No","No","No"
"1329",1329,"65","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"White","Female","75006",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"55 +","State","No","Yes","No","No","No","No"
"1330",1330,"66","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39,"White","Female","75080",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1331",1331,"68","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,"White","Male","75063",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"31 - 44","Defense","No","Yes","No","No","No","No"
"1332",1332,"69","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"White","Female","75150",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","crossed out but caused for something, nothing written","18 - 30","No","Yes","No","No","No","No","No"
"1333",1333,"70","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45,"White","Male","75006",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"45 - 54","No","Yes","No","No","No","No","No"
"1334",1334,"71","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"White","Female","75229",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0","crossed out but caused for something, nothing written","45 - 54","No","Yes","No","No","No","No","No"
"1335",1335,"75","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"Black","Female","75043","7430","def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","Yes","No"
"1336",1336,"76","1","0","0","Not a Juror","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"White","Female","75244",NA,"def_19","White","Male","trial_14",2017-06-20,"Child Sex Abuse","Guilty",12,"0",NA,"18 - 30","No","Yes","No","No","No","No","No"
"1337",1337,"1","1","0","0","Not a Juror","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",26,"Black","Female","75233","1620","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"18 - 30","No","Yes","No","No","No","No","Yes"
"1338",1338,"2","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"Hispanic","Female","75052","6480","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"1339",1339,"3","0","1","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",53,"White","Female","75218","1228","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"45 - 54","State","No","Yes","No","No","No","No"
"1340",1340,"4","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",56,"Black","Female","75038","5197","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","No","No","No","No","No","No"
"1341",1341,"5","0","1","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,"Hispanic","Female","75216","2220","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","State","No","Yes","No","No","No","No"
"1342",1342,"6","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,"White","Female","75202",NA,"def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","Yes","No","No","No","No","No"
"1343",1343,"7","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",58,"White","Female","75231","5640","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","Yes","No","No","No","No","Yes"
"1344",1344,"8","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",62,"Asian","Male","75019","2464","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","Yes","No","No","No","No","No"
"1345",1345,"9","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",39,"Hispanic","Female","75060","7233","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","Yes","No","No","Yes","No","No"
"1346",1346,"10","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"Hispanic","Male","75211","8506","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","Yes","No","No","No","No","No"
"1347",1347,"11","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,"White","Male","75201",NA,"def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","No","No","No","No","No","No"
"1348",1348,"12","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"White","Female","75201",NA,"def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","No","No","No","No","No","No"
"1349",1349,"13","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",60,"White","Male","75214","5330","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","Yes","No","No","No","No","Yes"
"1350",1350,"14","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",54,"White","Male","75080","6028","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"45 - 54","Defense","No","Yes","No","No","No","No"
"1351",1351,"15","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,"Black","Female","75149","3588","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","Yes","No","No","No","Yes","No"
"1352",1352,"16","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,"Native American","Female","75218","2810","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","No","No","No","No","No","No"
"1353",1353,"17","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51,"Black","Female","75232","1920","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"45 - 54","No","No","No","No","No","No","No"
"1354",1354,"18","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34,"Asian","Male","75243","2426","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"31 - 44","No","No","No","No","No","No","No"
"1355",1355,"19","0","0","1","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,"White","Female","75214","1742","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"18 - 30","Defense","No","Yes","No","No","No","No"
"1356",1356,"20","0","0","0","Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46,"Black","Male","75051","2829","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"45 - 54","No","No","No","No","No","No","No"
"1357",1357,"21","1","0","0","Not a Juror","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21,"White","Female","75048","3970","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"18 - 30","No","Yes","No","No","No","Yes","No"
"1358",1358,"22","1","0","0","Not a Juror","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",63,"Asian","Female","75043","1772","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"55 +","No","Yes","No","Yes","No","No","No"
"1359",1359,"23","1","0","0","Not a Juror","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",26,"Hispanic","Male","75234","4774","def_44","White","Male","trial_16",2017-09-26,"Child Sex Abuse","Lesser",0,"1",NA,"18 - 30","No","Yes","No","No","No","No","Yes"
